COLLAT_claimTVL,COLLAT_finalTVL,PREM_claimTVL,PREM_finalTVL,begin_time,collateral_assets,collateral_emissions,collateral_payoff,end_time,epochBegin,epochEnd,epoch_type,full_name,hedge_ratio,name,nextepochBegin,nextepochEnd,premium,premium_assets,premium_emissions,premium_payoff,strike,total_assets,total_emissions,underlyingAssetprice,underlyingAssetsymbol,underlyingAssetvalue,total_value_locked
408.5179464991386,402.8900003756119,0.0,5.627946123526642,2022-12-21 00:00:00,402.8900003756118,2233.0000000005,5.6279461235266695,2022-12-26 00:00:00,2022-12-21 00:00:00,1672012800,weekly,y2kDAI_996* v1 weekly,0.013968939706321187,y2kDAI_996*,1672185600,1672617600,0xeaf26d31199771af31dc637843b706078823a3da,5.627946123526642,4440.0000000005,-5.627946123526642,0.996,408.5179464991385,6673.000000001,1214.3347569444447,WETH,496077.541269475,408.5179464991385
378.95389605462265,374.0862611277033,0.0,4.867634926919399,2022-12-21 00:00:00,374.08626112770327,2233.0000000005,4.867634926919322,2022-12-26 00:00:00,2022-12-21 00:00:00,1672012800,weekly,y2kFRAX_990* v1 weekly,0.01301206548523233,y2kFRAX_990*,1672185600,1672617600,0x51983cb503f407209b456baaa45f0f75e1a865c4,4.867634926919396,4440.0000000005,-4.867634926919399,0.99,378.95389605462265,6673.000000001,1214.3347569444447,WETH,460176.88725864055,378.95389605462265
444.6156355330198,437.14936744726987,0.0,7.4662680857499995,2022-12-21 00:00:00,437.1493674472699,2233.0000000005,7.4662680857499595,2022-12-26 00:00:00,2022-12-21 00:00:00,1672012800,weekly,y2kMIM_975* v1 weekly,0.017079443873724925,y2kMIM_975*,1672185600,1672617600,0xcf86eea7d168f71c15917ad5a46279f1d6f89779,7.46626808575,4440.0000000005,-7.4662680857499995,0.975,444.61563553301994,6673.000000001,1214.3347569444447,WETH,539912.2197086896,444.61563553301994
498.21908794271064,493.97520996812966,0.0,4.243877974580978,2022-12-28 00:00:00,493.9752099681297,2233.0000000005,4.2438779745809825,2023-01-02 00:00:00,2022-12-28 00:00:00,1672617600,weekly,y2kUSDC_997* v1 weekly,0.00859127723201896,y2kUSDC_997*,1672790400,1673222400,0x8b1676f1970859de81025f03c34f01a9ab87d56a,4.243877974580978,4440.0000000005,-4.243877974580978,0.997,498.2190879427107,6673.000000001,1198.1007638888887,WETH,596916.6698481871,498.2190879427107
303.51410653512744,299.91820748363676,0.0,3.595899051490713,2022-12-28 00:00:00,299.9182074836368,2233.0000000005,3.595899051490676,2023-01-02 00:00:00,2022-12-28 00:00:00,1672617600,weekly,y2kMIM_975* v1 weekly,0.01198959903655366,y2kMIM_975*,1672790400,1673222400,0xcf86eea7d168f71c15917ad5a46279f1d6f89779,3.5958990514907123,4440.0000000005,-3.595899051490713,0.975,303.51410653512755,6673.000000001,1198.1007638888887,WETH,363640.48289078986,303.51410653512755
484.82713354394195,480.9751335439419,0.0,3.852,2022-12-28 00:00:00,480.9751335439419,2233.0000000005,3.8520000000000323,2023-01-02 00:00:00,2022-12-28 00:00:00,1672617600,weekly,y2kFRAX_990* v1 weekly,0.008008730038947183,y2kFRAX_990*,1672790400,1673222400,0x51983cb503f407209b456baaa45f0f75e1a865c4,3.8520000000000003,4440.0000000005,-3.852,0.99,484.8271335439419,6673.000000001,1198.1007638888887,WETH,580871.7590530571,484.8271335439419
402.23353840389444,397.43527001866005,0.0,4.798268385234395,2022-12-28 00:00:00,397.43527001866005,2233.0000000005,4.798268385234394,2023-01-02 00:00:00,2022-12-28 00:00:00,1672617600,weekly,y2kUSDT_991* v1 weekly,0.01207308144797796,y2kUSDT_991*,1672790400,1673222400,0x76b1803530a3608bd5f1e4a8bdaf3007d7d2d7fa,4.798268385234396,4440.0000000005,-4.798268385234395,0.991,402.23353840389444,6673.000000001,1198.1007638888887,WETH,481916.30962343654,402.23353840389444
546.4796878381386,541.7696878381386,0.0,4.71,2022-12-28 00:00:00,541.7696878381385,2233.0000000005,4.710000000000036,2023-01-02 00:00:00,2022-12-28 00:00:00,1672617600,weekly,y2kDAI_996* v1 weekly,0.008693731129171592,y2kDAI_996*,1672790400,1673222400,0xeaf26d31199771af31dc637843b706078823a3da,4.71,4440.0000000005,-4.71,0.996,546.4796878381385,6673.000000001,1198.1007638888887,WETH,654737.7314486351,546.4796878381385
551.0776972832357,547.9679747020751,0.0,3.10972258116055,2023-01-04 00:00:00,547.967974702075,667.0000000005,3.109722581160554,2023-01-09 00:00:00,2023-01-04 00:00:00,1673222400,weekly,y2kUSDC_997* v1 weekly,0.005675007892297495,y2kUSDC_997*,1673395200,1673827200,0x8b1676f1970859de81025f03c34f01a9ab87d56a,3.1097225811605496,6006.000000000501,-3.10972258116055,0.997,551.0776972832356,6673.000000001001,1248.3576041666665,WETH,687942.0338901834,551.0776972832356
441.63015288769947,438.5589827244543,0.0,3.071170163245108,2023-01-04 00:00:00,438.5589827244543,667.0000000005,3.0711701632451422,2023-01-09 00:00:00,2023-01-04 00:00:00,1673222400,weekly,y2kFRAX_990* v1 weekly,0.007002866853088077,y2kFRAX_990*,1673395200,1673827200,0x51983cb503f407209b456baaa45f0f75e1a865c4,3.0711701632451076,6006.000000000501,-3.071170163245108,0.99,441.6301528876994,6673.000000001001,1248.3576041666665,WETH,551312.3595866471,441.6301528876994
